temizlenmis_metin,Kategori1,Kategori2,combined_label,ÜCRET İADESİ,BAGAJ,MÜŞTERİ HİZMETLERİ,UYGULAMA/TEKNİK,RÖTAR
pegasusuygulamasında hesab i̇phone cihaz giriş yap sorun çöz i̇phone cihaz uygula gün giriş yap kullan doğru gir hal sürekli giriş yap uyarı al hesab eriş aynı profil başka cihaz sorun giriş yap ancak kendi cihaz sor devam ed uygula güncelle sil tekrar yükle cihaz yeterli al ol emin ol fakat hiçbir çöz ol süreç pegasusmüşteri hizmet telefon eposta yoluyla iletişim geç gün soru çöz söylen fakat herhangi bir geliş ol hesab önce bilet işlem yap sor sonradan orta çık hesab tekrar aç uygula giriş yap teknik destek sağ uygulamatekni̇k uygulamatekni̇k,UYGULAMA/TEKNİK,UYGULAMA/TEKNİK,UYGULAMA/TEKNİK,0,0,0,1,0
bagaj değerli eşya kayıp tazminat taleb redded tarih pc sayılı iç hat uç i̇stanbul sabiha gökçen’den ankara esenboğa seyahat et varış teslim ed pc numara bagaj kontrol et iç eşya eksik ol fark et özellikle saat tl parfüm tl şarj cihaz tl bagaj bulun tespit et hemen havaliman yetkili personel bildir tutanak tut sonra pegasusmüşteri hizmet eposta yoluyla iletişim geç ancak bagaj değerli eşya taşın risk ol tazminat hakk bulun yön olumsuz bir yanıt ver yaklaşım yolcu hak tamamen orta kaldır gerek düşün önce benzer bir sor yaşa ilk böyle bir karşı eksik eşya maddi değer tazmin ed talep ed bagaj müşteri̇ hi̇zmetleri̇,BAGAJ,MÜŞTERİ HİZMETLERİ,"BAGAJ,MÜŞTERİ HİZMETLERİ",0,1,1,0,0
uçuş rötar nedeniyle maç kaçır yüksek ek masraf yap zor kal tarih antalya sabiha gökçen’e saw gerçek pw gus pnr numara ekonomi sınıf uç ’te kalk gerek saat gecik ’te gerçek rötar nedeniyle önem bir maç kaçır zor kal maç yetiş tl ek masraf bilet uçağ kay zor kal ayrıca tl vıp bilet masraf ol tür rötar sürekli yaşa önce benzer sorun karşı konu ilgili müşteri hizmet iletişim geç ancak herhangi bir destek al yaşa mağduriyet gider tl ek masraf tl vıp bilet ücret iade ed talep ed rötar,RÖTAR,,RÖTAR,0,0,0,0,1
eksik bilgilen sistem hata nedeniyle mağduriyet ekstra ücret taleb ağustos tarih com üzer i̇stanbul sabiha gökçen’den samsun al uçuş bilet check işlem tamamla ancak check yap rağmen hiçbir şekil bilet pnr kod qr kod içer bir eposta sms ulaş uçuş gün mail mesaj defalarca kontrol et ayrıca com’a tekrar giriş yap fakat telefon bak qr kod pnr ulaş uçuş saat dakika önce havaliman ol rağmen sabiha gökçe i̇ç hatlar’daki self servis makine bilet bul el pnr kod ol t c kimlik dene sistem saat geç iz ver ora bir personel geç kal belirt acele et gerek söyle arkadaş el qr kod ol hızlı geçiş yap fakat ben oğl check yap rağmen banko yönlen banko görev kimlik kontrol et ancak bilet qr kod bul geçici bir bilet ver kap uzak ol acele et gerek belirt el valiz sırt çocuk çanta kapı koş zor kal kapı ulaş ceza valiz ücret ol öde zor bırak bilet sonra hiçbir bilgilen yap sistem qr pnr görün havaliman yaşa yönlen eksik nedeniyle maddi manevi mağduriyet yaşa özellikle oğl birlikte son an uçağ yetiş zor kal ekstra ücret öde büyük sıkıntı yarat ihmalkar sonuc ol öde ceza valiz ücret iade bilet al sonra eposta bilgilen sistem düzelt talep ed uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,"UYGULAMA/TEKNİK,ÜCRET İADESİ",1,0,0,1,0
ücret bilet hakk kullan mağduriyet sür hediye bilet ver overbooking kapasite fazla bilet satış yap defalarca görüşme rağmen dönüş bilet al herhangi bir rezervasyon pnr uçuş kod onay hala yap kesinlikle pişman ol lütfen şirket yazı gör mağduriyet gid ağustos tarih ldpf pnr numara sabiha gökçen’den dalaman ol pc sefer uç bilet ol rağmen uçak ye kal kapasite dolu ol gerekçe “overbook” yolcu ol uçağ alın bilet iptal ed gece sağlık sorun ol rağmen saatlerce havaliman ayakta bekle zor kal bir sonra erken uçuş ağustos tarih qvzp pnr numara bilet seyahat et yaşa mağduriyet ardından yetkili birer adet ücret bilet hakk tanımla numara hat bilet al belirt ilgili imza bir belge ver el belge fotoğraf mevcut ancak ücret bilet hakk kullan defalarca müşteri hizmet iletişim geç rağmen sefer yanlış ver hata işlem yap nedeniyle mağduriyet devam et halen bilet hakk kullan ara yeni bir talep oluş söylen süreç i̇stanbul’daki iş kayb yan sır bulun şehir konakla çeşitli ek harca nedeniyle ciddi maddi zarar uğra taleb bugün kesin ol i̇stanbul’a ücret bilet hakk hemen kullan uçmak ist ayrıca yaşa maddi zarar karşı ’un mağduriyet ol telafi et talep ed numara başvuru uygulamatekni̇k müşteri̇ hi̇zmetleri̇,UYGULAMA/TEKNİK,MÜŞTERİ HİZMETLERİ,"MÜŞTERİ HİZMETLERİ,UYGULAMA/TEKNİK",0,0,1,1,0
menü fiyat fark kredi kart fazla ücret çekil ağustos tarih ’un samsuni̇stanbul uç koltuk numara a uçak iç menü filtre kahve al iste menü fiyat tl ol görün ancak kredi kart öde yap iste tl çekil sebeb sor fiyatlarazamgeldiği sistem henüz güncel gün içinde update ed söylen menü gerçek fiyat gör ürün al büyük bir havayol şirket fiyat güncelle zamanında yap gerek düşün ben şaşır üz normal ’tan memnun fakat buuygulama hoş git mağdur ol fiyat fark iade başka bir uç filtre kahve ikra talep ed konu ilgili uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,"UYGULAMA/TEKNİK,ÜCRET İADESİ",1,0,0,1,0
pegasusuçuşunda saat gecik bilgilen eksik tarih çukurova havaliman i̇stanbul sabiha gökçen’e yap pc numara uç kalkış saat ’ten ’ye ertele toplam yaklaşık saat bir gecik yaşa süreç ’tan hiçbir bilgilen ikra hizmet al rezervasyon numara spxl uçuş iki kişi adına toplam tl öde yap d g h b g gecik sonra havaliman yetkili ulaş telefon ara rağmen tatil nedeniyle kimse dönüş yap i̇lk böyle bir sor yaş yaşa mağduriyet gider tazminat hakk ol olmadığ açık talep ed rötar ücret i̇adesi̇,RÖTAR,ÜCRET İADESİ,"RÖTAR,ÜCRET İADESİ",1,0,0,0,1
pegasusbilet açığ al i̇şleminde fazla ücret kesinti i̇ade soru ağustos i̇stanbulüsküp ağustos üsküpi̇stanbul uç ’tan toplam tl bilet aldımçağrı merkeziaracılığıyla bilet iptal et iste tl kesinti tl iade ed söylen üzerine zarar et açığ al seçeneğ sor özellikle “kesinti ol açığ alalım” dedimmüşteri temsilci yalnızca hizmet işlem bedel öde söyle ancak detay bir açıkla yap açığ al işlem kart alın kart tekrar tl çekil ayrıca açığ alın bilet tutar tl tl düşür sonuç ol bilet ücret iki kat fazla bir tut kart çekil ol süreç iki fark pnr kod var nhvz nja iptal işlem yap sadece tl zarar ol tl iade al hiçbir işlem yap uçağ bin tl öde bilet yan zarar tut ol fakat işlem sonuc bilet açığ al tl’lik bilet tl kes hal hesab ayrıca tl çekil böylece toplam tl öde ol el sadece tl değer açık bilet kal toplam zarar tl ulaş defalarca müşteri hizmet ilet kayıt oluş ancak tatmin ed bir çöz sun fazla çekil tutar iade ed başta öner iptal işlem uygula tl kesinti kal miktar hesab yatır talep ed ücret i̇adesi̇ müşteri̇ hi̇zmetleri̇,ÜCRET İADESİ,MÜŞTERİ HİZMETLERİ,"MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ",1,0,1,0,0
menü fiyat fark kredi kart fazla ücret çekil tarih ’tan al rizeartvin – sabiha gökçe uç sabah saat akşam saat ertele gecik nedeniyle büyük mağduriyet yaşa üstelik anne havaliman kimliğ kaybet bulun polis tarafından geçici geçiş izn al rağmen personel belge uçağ bin iz ver bilet açığ al iste yüksek bir ücret talep ed sıfır yeni bilet al ucuz sonuç ol uç iptal et zor kal ben anne evcil hayvan birlikte toplam yaklaşık tl bilet ücret tl evcil hayvan taş ücret öde ancak yalnızca tl düşük bir miktar iade ed söylen cuma akşam ol nüfus müdür yeni belge al mümkün ol hafta son ara gir iki gün boyunca havaliman mahsur kal gel geri dön zor kal personel süreç ilgi çöz odak ol yaklaşım mağduriyet artır yaşa nedeniyle öde ücret tamam iade ed yeni bir bilet hakk tanı talep ed ’un mağduriyet acilen telafi et bekl ücret i̇adesi̇ müşteri̇ hi̇zmetleri̇,ÜCRET İADESİ,MÜŞTERİ HİZMETLERİ,"MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ",1,0,1,0,0
ta çift sat bilet nedeniyle mağduriyet yetersiz destek tarih i̇zmirçukurova pc numara uç bilet çift sat uçak giriş geri çevr erken yakın havaalan ol gaziantep havaliman fark bir firma uçağ bilet al zor kal toplantı yetiş sabah dan akşam a kadar havaliman bekle zor kal bilet iptal acente yap banko ilgili şikayet mağduriyet dil getir pnr kqzq bilet acente iade ed mağduriyet gider ban ilave bir uçuş hakk ver gün iç masraf tazmin ed bildir takip et biniş kart üzerine görev tarafından numara bir takip numara yaz numara takip ed söylen ver telefon ara numara ver fakat böyle bir kayıt ol söylen tekrar anlat acente görüş iste acente görüş sonuc eposta yoluyla şikayet bildir numara tekrar belgele iste gönder telefon yapılan görüşme saat soru çöz söylen gün geç hala dönüş al personel bilinç ol bilet yedeğ al birlikte seyahat et iş arkadaş uç ben bilet tanı bir başka sat sonuc mağdur ed adnan menderes havaliman ofis eposta yoluyla başvur acente bilet iade yap fakat tazminat ilgili dönüş ol adnan menderes havaliman ver takip numara kay bile bul bir yolcu yap di mecburen bin i̇ç hat tekel dön yolcu gel bilet fazladan sat yıl üzerinde sürekli seyahat et rağmen bir çalış saygı sonuc yaşa başka aynı yaşa bura paylaş iste kendi site beyan et gecik iptal iade konu yolcu hak tazminat tamamen oyala bıktır yöntem ötele yolcu hak vazgeç sağ uygulamatekni̇k,UYGULAMA/TEKNİK,,UYGULAMA/TEKNİK,0,0,0,1,0
bagaj gecik nedeniyle ek masraf mağduriyet yaşa bugün sabiha gökçe havaliman ’un tiran–i̇stanbul pc uç gel bagaj teslim al tam saat bekle zor kal sür zarfında yetkili havaliman personel görüş ancak sadece bekle gerek söylen başka bir çöz sun gecik nedeniyle otobüs kaçır gece otel geçir zor kal yeni otobüs bilet otel toplam yaklaşık ek masraf oluş pnr kod ttfy tür bir soru ilk karşı mağduriyet acilen gider ek masraf karşı talep ed sorun hızlı çöz bekl bagaj müşteri̇ hi̇zmetleri̇,BAGAJ,MÜŞTERİ HİZMETLERİ,"BAGAJ,MÜŞTERİ HİZMETLERİ",0,1,1,0,0
ölüm belge bilet i̇adesini sürekli oyal tripcom üzer bilet al son bilet ağustos ’tan milanoi̇stanbul bilet aile ölüm ol i̇talya’ya gid bilet kullan ölüm belge sun taleb günle önce yap tripcom’un çaba uğraş rağmen yok ölüm belge türk i̇ngilizce soya bak aile bağ anla mazeret tripcom’u oyal bugün tripcom yetkili ’un türk şirket ol belge türk ol dert et sor hayretle doğru söyl hangi doğru bil iade taleb bir türlü yanıtla tarih geç mi bekl ücret i̇adesi̇ ücret i̇adesi̇,ÜCRET İADESİ,ÜCRET İADESİ,ÜCRET İADESİ,1,0,0,0,0
pegasusbilet i̇adesi gün yap ağustos tarih ghbb numara i̇stanbul sabiha gökçe havaliman i̇zmir uç saat tarafından değiş bilet iptal et zor kal iptal sonra bilet ücret ol tl iade başvuru yap ancak ara gün geç rağmen herhangi bir öde yap müşteri hizmet defalarca iletişim geç sefer saat bir taleb ince dair otomatik eposta al son bugün tekrar ara rağmen herhangi bir çöz sun süreç sürekli uzat bilet ’un web site üzer sat al par iade kısa hesab yatır talep ed rötar,RÖTAR,,RÖTAR,0,0,0,0,1
kır valiz i̇çin yetersiz tazminat teklif yolcu yap fransa dön kabin boy lüks valiz kır tutanak tutul resmi yol sonra incel başla neredeyse gün geç çöz ol teklif et mexx amsterdam yurt dış al ol gerek valiz migros poşet komik bir rakam öner euro kadar san haberdar değille önce bura şikayet ed um diğer vatandaş mağdur olmaz bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,"BAGAJ,ÜCRET İADESİ",1,1,0,0,0
uç sonra valiz oluş kırık müşteri hizmet ulaş tarih i̇stanbul’dan mardin yap uçuş sonra polo mark valiz ban teslim ed tekerleğ yanında geniş bir kırık ol fark et hasar fotoğraf çek ancak valiz teslim al havaliman ayrıl sonra fark et hemen müşteri hizmet ara rağmen bir türlü ulaş dönüş yap valiz garanti seyahat sigorta bulun mağduriyet gider kırık valiz tarafından değiş talep ed jf v rezervasyon numara yaşa soru kısa çöz kavuş ed bagaj,BAGAJ,,BAGAJ,0,1,0,0,0
hak ek ücret tahsilat i̇ade taleb konu hak ek ücret tahsilat hakkında resmi şikayet i̇ade talebipnr no n vxuçuş ankara esenboğa – erbil uluslararası havalimanıyolcu ad mauçuş tarihi sayın yetkili ağustos tarih ankara–erbil uç önce baba ma saat fazla sır bekle sonra uçağ yetiş çalış yaşa stres nedeniyle işlem acele bask alt tamamla zor kal esna açık belirt bagaj kural tamamen uy rağmen hiçbir gerek sun tl yaklaşık eur yüksek bir ücret tahsil ed üstelik öde yaş yalnız bir yolcu ol baba yönelt kendi baskı dolayı itiraz ed maddi ol kadar manevi açı yıprat baba bagaj hak kg uçak altı bagaj adet x x cm kabin bagaj adet x x cm küçük çanta sınır tamamen uy buna rağmen sırt çanta tartıl gerekçe ücret alın önce uç sırt çanta hiçbir zaman tartıl uygula yalnızca baba yap ol son derece rahat ed ayrıca şirket kendi kural fazla parça baş alın ücret eur ol belirt açık kural rağmen eur’ya yakın bir öde alın kabul ed yılla u tercih ed bir yolcu ol yaşa uygula güven zedele doğrultu tl iade resmi bir açıkla yap benzer mağduriyet ön adım atıl talep ed aksi hal yasal yol başvur bildir ücret i̇adesi̇ müşteri̇ hi̇zmetleri̇,ÜCRET İADESİ,MÜŞTERİ HİZMETLERİ,"MÜŞTERİ HİZMETLERİ,ÜCRET İADESİ",1,0,1,0,0
uçuş sonra bagaj kırık çık destek al tarih ’un dalamanordu uç gerçek uçuş sonunda ordu havaliman bagaj teslim al tekerleğ kırık ol fark et hasar bagaj kullan mümkün ol hemen ardından havaliman yetkili başvur fakat tutanak tutul iste sadece pegasusiletişim numara ver ara yapay zeka asistan yönlen süreç hiçbir şekil destek al destek hatt üzer başvuru yap dosya numara bagaj yeni değiş talep ed pnr numara lsbk i̇lk böyle bir sor yaş mağduriyet gider bekl bagaj müşteri̇ hi̇zmetleri̇,BAGAJ,MÜŞTERİ HİZMETLERİ,"BAGAJ,MÜŞTERİ HİZMETLERİ",0,1,1,0,0
sat al koltuk yemek hizmet sağ şikayet yanıt kal ağustos tarih dublin sabiha gökçe uç pnr pul uçuş saat bir sür kala koltuk yemek dahil ol ek paket sat al koltuğ buna göre önceden seç ancak uçağ bin koltuğ dış değiş kapı öğren uçuş korku ol rağmen başka ye ol kendi isteğ dış acil çıkış uçmak zor kal ayrıca saat önce satış açık ol sandviç dahil ol paket sandviç seçim saat bir zaman kala yap sandviç yükle uçağ içinde öğren saat zaman kala sandviç ver paket yüksek bir ücretle satış yap anlam yok para öde hizmet faydalan iste koltuk uç yemek al üstelik ağustos gün şikayet kay oluş bugün gün ban hala dönüş yap sürekli ol “talebiniz inceleniyor” aynı uç seyahat et arkadaş koltuk iade ilgili dönüş sağ ben taleb dönüş yap anla kendi hata düzelt acil ol sat al faydalan hizmet ücret iade ed talep ed müşteri̇ hi̇zmetleri̇,MÜŞTERİ HİZMETLERİ,,MÜŞTERİ HİZMETLERİ,0,0,1,0,0
uç hasar bagaj yetersiz çöz ağustos tarih pc sefer sayılı uç bagaj trabzon havaliman teslim al fermuar tamamen patla valiz yan bantla ol gör bagaj şekil hasar teslim ed üzerine trabzon havaliman havaş kayıp eşya büro başvuru yap başvuru numara ’dır şikayet üzer yaklaşık bir hafta geç sonra ’tan yalnızca tadilat kapsam gir şekl bir geri dönüş al tatil ol bura tamir şans olmadığ bir gün sonra dönüş uç ol belirt rağmen başka bir çöz teklif sun ayrıca süreç ben herhangi bir belge ek talep ed geri dönüş yap kimse ol süreç bütün tatilimmail kut sürekli kontrol et müşteri hizmet iletişim geç çalış geç tatil rezil ol önce bir uç yeni al pierre cardin valiz ezik çizik teslim ed zaman başvuru yap şimdi tekrar aynı soru yaşa tamir seçeneğ ben mümkün ol ayrıca ileri benzer bir yine mağduriyet yaşa düşün bagaj değiş ücret iade yap talep ed gereğ yap takdirde yasal hak kullan belirt iste bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,"BAGAJ,ÜCRET İADESİ",1,1,0,0,0
pegasusuçuşunda uzun rötar yetersiz bilgilen mağduriyet ağustos tarih ’un dvmmc numara trabzon–sabiha gökçe uç kullan uçağ ’da kalk yaklaşık saat rötar yap gece ’de i̇stanbul’a in yap i̇stanbul’da metro toplu taş imkan kullan mağdur ol ayrıca uçuş sırasında hiçbir ikra yap yolcu herhangi bir özür bilgilen sun bilet bir tur şirket aracılığıyla kredi kart al önce benzer sorun yaşa tekrar et nedeniyle oldukça hayal kırık uğra zaman kayb ek masraf nedeniyle mağduriyet gider telafi ol hediye uçuş talep ed sorun çöz ulaş ed rötar,RÖTAR,,RÖTAR,0,0,0,0,1
bagaj kayb nedeniyle i̇ş kayb maddi zarar ’tan çöz bekl tarih ’ndan saat ’ta sabiha gökçen’den rizeartvin’e ol uçuş bilet al pnr p vn rize var bagaj i̇stanbul’da kal ver hata insan hal ol düşün rize havaliman yetkili görüş bagaj gel talep oluş referans no tzxpc aug gmt ancak gün “bugün gelecek” oyala son ol önce saat ’da ardından başka bir firma aracılığıyla saat ’te bagaj ulaş söylen rize bulun amac tamamen iş gereğ bagaj iş alet malzeme var üç gün iş yap müşteri karşı mahcup ol gerek yer otel ücret öde zor kal sal gün bagaj zamanında gel iş müşteri taahhüt et tamamla bugün cuma hala iş yap süreç yetkili herhangi bir çöz tazminat teklif sun yaşa mağduriyet nedeniyle otel personel gider birlikte toplam tl maddi kayb oluş zarar tarafından karşı talep ed bagaj müşteri̇ hi̇zmetleri̇,BAGAJ,MÜŞTERİ HİZMETLERİ,"BAGAJ,MÜŞTERİ HİZMETLERİ",0,1,1,0,0
ta overbooking nedeniyle uç i̇ptal ed ücret i̇adem yap tarih ’tan pvmv kod ada çukurova havaliman çıkış uç hiçbir açıkla yap iptal ed bilet başka sat overbooking fazla rezervasyon nedeniyle uçağ alın söylen üç saat havaliman bekle zor kal i̇ptal ed uçuş kod bildir bilet havaliman görev tarafından alın yırt iptal ed uçuş kod paylaş yaşa ilgili ol havaliman görev polis memur yaz kaşe not el mevcut iste sunabilirimdaha önce rötar sebebiyle beş saat beklemiştimyaşadığım mağduriyet gider kredi kart öde tl tutar bilet ücret iade ed talep ed müşteri hizmet ara yalnızca bilet satış yap yardımcı ol belirt havaliman görev kendi hata ol söyle ancak başka bir çöz sun yaşa tekrar ed sorun nedeniyle mağduriyet gider ücret iade taleb değerlendir ed uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,"UYGULAMA/TEKNİK,ÜCRET İADESİ",1,0,0,1,0
